cost_current,cost_best_sofar,x_best_sofar,temperature
8.810635907550967,8.810635907550967,,5031.408020962311
9.85488841601153,8.810635907550967,{[ck7-ck8-ck3-ck2-ck10-ck4-ck9-ck5-ck6-ck1];[ck1-ck8-ck9-ck10-ck5-ck4-ck7-ck6-ck2-ck3];[ck7-ck5-ck8-ck4-ck3-ck2-ck1-ck9-ck6-ck10]}||,5031.408020962311
8.970463279411044,8.810635907550967,{[ck7-ck8-ck3-ck2-ck10-ck4-ck9-ck5-ck6-ck1];[ck1-ck8-ck9-ck10-ck5-ck4-ck7-ck6-ck2-ck3];[ck7-ck5-ck8-ck4-ck3-ck2-ck1-ck9-ck6-ck10]}||,5031.408020962311
8.990442039411045,8.810635907550967,{[ck7-ck8-ck3-ck2-ck10-ck4-ck9-ck5-ck6-ck1];[ck1-ck8-ck9-ck10-ck5-ck4-ck7-ck6-ck2-ck3];[ck7-ck5-ck8-ck4-ck3-ck2-ck1-ck9-ck6-ck10]}||,5031.408020962311
8.590869076022683,8.810635907550967,{[ck7-ck8-ck3-ck2-ck10-ck4-ck9-ck5-ck6-ck1];[ck1-ck8-ck9-ck10-ck5-ck4-ck7-ck6-ck2-ck3];[ck7-ck5-ck8-ck4-ck3-ck2-ck1-ck9-ck6-ck10]}||,5031.408020962311
9.070357235748912,8.590869076022683,{[ck5-ck1-ck6-ck7-ck9-ck4-ck2-ck10-ck3-ck8];[ck9-ck6-ck7-ck3-ck2-ck4-ck5-ck10-ck1-ck8];[ck10-ck4-ck2-ck5-ck3-ck7-ck1-ck9-ck6-ck8]}||,5031.408020962311
9.030399715740721,8.590869076022683,{[ck5-ck1-ck6-ck7-ck9-ck4-ck2-ck10-ck3-ck8];[ck9-ck6-ck7-ck3-ck2-ck4-ck5-ck10-ck1-ck8];[ck10-ck4-ck2-ck5-ck3-ck7-ck1-ck9-ck6-ck8]}||,5031.408020962311
67.18502540401796,8.590869076022683,{[ck5-ck1-ck6-ck7-ck9-ck4-ck2-ck10-ck3-ck8];[ck9-ck6-ck7-ck3-ck2-ck4-ck5-ck10-ck1-ck8];[ck10-ck4-ck2-ck5-ck3-ck7-ck1-ck9-ck6-ck8]}||,5031.408020962311
88.72014099460887,8.590869076022683,{[ck5-ck1-ck6-ck7-ck9-ck4-ck2-ck10-ck3-ck8];[ck9-ck6-ck7-ck3-ck2-ck4-ck5-ck10-ck1-ck8];[ck10-ck4-ck2-ck5-ck3-ck7-ck1-ck9-ck6-ck8]}||,5031.408020962311
11.174581200392216,8.590869076022683,{[ck5-ck1-ck6-ck7-ck9-ck4-ck2-ck10-ck3-ck8];[ck9-ck6-ck7-ck3-ck2-ck4-ck5-ck10-ck1-ck8];[ck10-ck4-ck2-ck5-ck3-ck7-ck1-ck9-ck6-ck8]}||,5031.408020962311
8.411058155719427,8.590869076022683,{[ck5-ck1-ck6-ck7-ck9-ck4-ck2-ck10-ck3-ck8];[ck9-ck6-ck7-ck3-ck2-ck4-ck5-ck10-ck1-ck8];[ck10-ck4-ck2-ck5-ck3-ck7-ck1-ck9-ck6-ck8]}||,5031.408020962311
9.31012173187137,8.411058155719427,{[ck4-ck2-ck1-ck3-ck8-ck7-ck9-ck5-ck6-ck10];[ck9-ck3-ck2-ck5-ck6-ck10-ck1-ck8-ck7-ck4];[ck10-ck5-ck6-ck2-ck1-ck4-ck3-ck7-ck8-ck9]}||,5031.408020962311
6.992576185910273,8.411058155719427,{[ck4-ck2-ck1-ck3-ck8-ck7-ck9-ck5-ck6-ck10];[ck9-ck3-ck2-ck5-ck6-ck10-ck1-ck8-ck7-ck4];[ck10-ck5-ck6-ck2-ck1-ck4-ck3-ck7-ck8-ck9]}||,5031.408020962311
6.692895001211793,6.992576185910273,{[ck4-ck1-ck3-ck8-ck7-ck5-ck9-ck6-ck2-ck10];[ck9-ck3-ck6-ck10-ck2-ck1-ck8-ck7-ck4-ck5];[ck4-ck2-ck6-ck5-ck10-ck1-ck3-ck7-ck8-ck9]}||,5031.408020962311
10.191126659887663,6.692895001211793,{[ck4-ck1-ck8-ck3-ck7-ck5-ck9-ck6-ck2-ck10];[ck9-ck3-ck6-ck2-ck10-ck1-ck8-ck7-ck4-ck5];[ck4-ck2-ck6-ck8-ck10-ck1-ck3-ck7-ck5-ck9]}||,5031.408020962311
7.333266344011457,6.692895001211793,{[ck4-ck1-ck8-ck3-ck7-ck5-ck9-ck6-ck2-ck10];[ck9-ck3-ck6-ck2-ck10-ck1-ck8-ck7-ck4-ck5];[ck4-ck2-ck6-ck8-ck10-ck1-ck3-ck7-ck5-ck9]}||,5031.408020962311
7.273205820648275,6.692895001211793,{[ck4-ck1-ck8-ck3-ck7-ck5-ck9-ck6-ck2-ck10];[ck9-ck3-ck6-ck2-ck10-ck1-ck8-ck7-ck4-ck5];[ck4-ck2-ck6-ck8-ck10-ck1-ck3-ck7-ck5-ck9]}||,5031.408020962311
